,Tweet,Emotion,Intensity
64,I always dread Wednesday's and the always end up making me the happiest,fear,0
65,"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety",fear,1
66,"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",fear,0
67,It appears my fire alarm disapproves of my cooking style,fear,0
68,Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus,fear,0
69,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,fear,0
70,White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.,fear,3
71,@yellowsuburbia really?? after so long that's shocking tbh,fear,0
72,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom",fear,1
73,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,fear,3
74,The majority of my clients have family/ partner/ day job/ life AND write their beautiful books.  #gratitude #HARDwork,fear,0
75,Tremor!!!\n ,fear,2
76,A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic,fear,2
77,@TweetinderKaul @rupasubramanya @chandanwriter @TheQuint @ShivAroor future convicts rush in where TRP hogs fear to tread #HomilyHour,fear,0
78,Overtime... #TeamNA #WCH2016 ,fear,0
79,"Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfulness #success",fear,0
80,dread pitt,fear,0
81,"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone ",fear,3
82,I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind,fear,0
83,We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16,fear,1
84,Hey @gmail why can I only see 15 sent emails? Where's the thousands gone? ,fear,0
85,@aidankerrpol I think you should do. Get the fashion police involved. #shocking,fear,0
86,Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep,fear,0
87,"Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate ðŸ˜©ðŸ˜ª",fear,3
88,@S_Moore24 wow that sounds terrific,fear,0
89,"@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down",fear,2
90,Mom you remember when Narley died? You cried like a baby! #bully,fear,0
91,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,fear,0
92,The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution,fear,0
93,@SAHARTHERAPPER I unfollowed without hesitation &lt;3,fear,0
94,@Red9Nick @Audi_Nutz @NickBuck08 @Thompson2Neil @Insaniti_LFC @knoller2 @KemlynRoadStand @godisared don't be shy their great peopleðŸ‘ðŸ»ðŸ‘ðŸ»,fear,0
95,Time for some despair #SDR3  #fuckthisanime,fear,2
96,#travelfail #virgin #virginaus and #etihad #nightmare ... And now we're also delayed. #obvs ðŸ™„ðŸ˜ ,fear,0
97,shake fries,fear,0
98,I really hate Mel and Sue. They think they're hilarious and they're just awful,fear,0
99,"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game ðŸ¹ðŸ•ðŸºâ˜‰â˜‰",fear,0
100,@kevinrouth Now that's what I call a gameface! #gameface ,fear,0
101,"Happy Birthday to my favorite author, @StephenKing  #writer #author",fear,0
102,@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,fear,1
103,@JamieSmart93 that was shocking!,fear,0
104,#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of,fear,0
105,@UndeadLayne @Lauren_Southern all the bully,fear,0
106,"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump ",fear,0
107,@lukeshawtime terrible,fear,0
108,"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm",fear,0
109,"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. ðŸˆðŸ© #Lovinleeds",fear,0
110,"@wrexham I've joined holidog, paw shake and tailster and have one regular customer I just love it ðŸ™ˆðŸ™ˆhaha @EmilyHD26 @ellshd",fear,0
111,"@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you'll get the  DEMS out.",fear,1
112,I'm curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.,fear,0
113,I am in #shock and #awe and the places my #toddler manages to get his dinner.,fear,0
114,@Mista_Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror #takeabreak,fear,0
115,"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting",fear,1
116,@OpheliaMCFLY_GD yes!! Once I'm done with people I'm really done.... lying to me is the worse thing someone can do I'm a nightmare ðŸ˜‚,fear,0
117,".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! ",fear,0
118,@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,fear,0
119,@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!,fear,0
120,I'm so confused by the new American horror story ðŸ˜©,fear,0
121,"@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",fear,3
122,US you need to band together not apart #nevertrump he promotes hatred and fuels ,fear,1
123,"@jamieyates That's what we strive for, Jamie! Please don't hesitate to reach out if you have any questions along the way. ðŸ™‚",fear,0
124,@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun,fear,0
125,@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.,fear,0
126,courage the cowardly dog is like american horror story for kids,fear,0
127,Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity ,fear,2
128,When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' ,fear,0
129,#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism,fear,2
130,"Collects all the times when Minerva would chew on his cape. Begins to shiver, runs a hand through his hair. \n\n'You can surelyâ”\n@ardentflier",fear,0
131,Everything youâ€™ve ever wanted is on the other side of fear. â€“George Addair #ThursdayThoughts #yourpushfactor  #life #quote,fear,0
132,Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme,fear,0
133,@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service,fear,0
134,@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!,fear,0
135,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country).  #wakeupcall,fear,1
136,Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started,fear,2
137,#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress ,fear,0
138,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing,fear,3
139,@EricNobody @ArmouredSkeptic @YouTube This shit is gonna start a cold war of who can flag who first.,fear,0
140,@Burnt_Out_Darth @theaterofscifi thanks. ,fear,0
141,@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror,fear,0
142,Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,fear,0
143,"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",fear,0
144,@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months #horrible,fear,0
145,@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,fear,0
146,I'm so nervous ðŸ˜­,fear,3
147,My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles :O,fear,2
148,I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. #terrible,fear,0
149,@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*,fear,0
150,"@MasterTomTheDom  I hate winter, I dread it's arrival.",fear,0
151,Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB ðŸ˜¦  #timetogrind,fear,2
152,"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack ",fear,0
153,Round 2 #panic #pcola,fear,1
154,@ayeshashafique5 we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation,fear,0
155,"Rooney ! Oh dear, oh dear ! Fucking dreadful ðŸ™ˆâš½ï¸âš½ï¸",fear,1
156,Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited ,fear,0
157,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz ,fear,1
158,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you ",fear,0
159,Am I the only one with parking sensors who still manages to reverse into things? #nightmare,fear,0
160,"@Gen_Ironicus Musicians have a superstitious dread of crossing highway 69, true story",fear,0
161,I really wanna go to fright fest ðŸ˜©,fear,0
162,Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless,fear,1
163,@salutetroye you look adorable awe,fear,0
164,"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista ",fear,0
165,Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice,fear,0
166,I need to learn to be in one place at one time and try not to worry about everything all at once,fear,1
167,Trying to book holiday flights on @britishairways website is becoming a ,fear,0
168,There goes the butterflies in my stomach.  #anxietyproblems,fear,2
169,@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2,fear,0
170,a #monster is only a #monster if you view him through ,fear,0
171,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot ,fear,1
172,Whenever you are confronted by a wild animal or hostile individual remember that they can smell #fear or the fact you #poop your pants.,fear,2
173,Machine keeps beeping* \nNurse: Don't worry. You're all good. Vitals are normal for your size. \n*Walks back out* \nMatt: so you're dying....ðŸ˜‘ðŸ˜‚,fear,0
174,Greatest sign of trust is me giving you my laptop or phone without hesitation,fear,0
175,@caseycdutch @m_rath that's what some rioters are doing ,fear,0
176,should I #start posting #photos?,fear,0
177,The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!,fear,0
178,Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start he's just dreadful,fear,0
179,I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,fear,0
180,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider ,fear,0
181,@addy_caylen I told her I wasn't fighting her Bc I'm not trashy and she keeps tryna threaten me lmfao,fear,0
182,@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.,fear,0
183,@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible,fear,0
184,#start ur day wit a smile\n#buviobby,fear,0
185,penny dreadful just cleaved off a fraction of my heart,fear,1
186,Someone wake me when @Therealkiss make 2016 remix of 'Why'â—ï¸b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,fear,2
187,To com sede de milk shake,fear,0
188,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence ðŸ˜¡ #awful",fear,1
189,Been up since 4am. Too scared to go back to sleep #nightmare â€” feeling scared,fear,3
190,If I was friends with me I'd hate me SO MUCH with the amount I bully them,fear,0
191,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,fear,0
192,"Shame on you @SkyNews showing an elephant being hunted and killed, ",fear,2
193,Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours,fear,3
194,@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one,fear,0
195,Will you #dedicate today to #love or #fear ? It is your #choice in each #moment . - Archangel Michael. #archangel #michael,fear,0
196,@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho #shocking,fear,0
197,@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,fear,0
198,@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic,fear,2
199,"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully",fear,0
200,Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!,fear,0
201,"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance",fear,0
202,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable ,fear,0
203,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media ,fear,0
204,I was literally shaking getting the EKG done lol ðŸ™„,fear,3
205,@WestHamUtd why does the ticket website never work? Trying to buy Palace tickets and it's impossible and says there's an error ,fear,0
206,a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain,fear,0
207,Not the best horror ever but I like that the uncertainty,fear,0
208,@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,fear,1
209,"@mylittlepwnies3 \n&gt; #terrorism coffee addict\n&gt; blocks cats, writers, artists and hedonists",fear,0
210,If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter,fear,2
211,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. ,fear,0
212,@97_aleix having a terrific game and not at all fazed #MCFC,fear,0
213,"@BennyN_PR If you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^AP",fear,0
214,McDavid breakaway. Lundqvist with a tremendous save.,fear,0
215,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety",fear,1
216,@darcomafloy OMG IM CRYING HAHAHAHA ikaw talaga tagagising ko HAHA shet i set my alarm BUT I FORGOT TO TURN IT ON but im awake now so--,fear,0
217,"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over  #Moses",fear,0
218,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,fear,0
219,I can be so shy but once I come out of my shell that's it ðŸ˜‚,fear,0
220,@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. ,fear,0
221,Tomorrow is the day I cut and dye my hair! ðŸ˜³ #nervous #excited,fear,2
222,First day of fall quarter tomorrow.  ðŸ˜° #nervous #excited #anxious #blargh,fear,2
223,"@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths",fear,0
224,He's intimidated by my work ethic I think he knows I want his spot ðŸ¤”ðŸ˜‰ðŸ˜‚ðŸ˜‚,fear,0
225,@Apolocreed4 What is even more shocking is that someone gave him a record deal! lol,fear,0
226,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 ,fear,3
227,@Dolla_DeLotta They wanna bully the Inhuman.,fear,0
228,Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA,fear,2
229,Don't be so shy #nl,fear,0
230,"Just Laying Here, Can't Sleep 4 Some Reason #restless",fear,0
231,False alarm // matoma &amp; Becky hill,fear,0
232,"In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news",fear,3
233,"Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000",fear,0
234,"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! ",fear,0
235,"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",fear,0
236,Forgot to plug the phone in overnight #nightmare,fear,0
237,My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism ,fear,0
238,You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,fear,0
239,@destaneex @ProSyndicate @EGX oh don't panic he's gonna be there,fear,0
240,@slashersocial #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :),fear,0
241,What's up Cowboys? #horrible,fear,0
242,Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered #shocking #badservice,fear,1
243,@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean #bully  #stoppickingonwomen,fear,2
244,Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB ðŸ˜¦ #nervous #timetogrind,fear,2
245,Happy 69th @StephenKing! May u keep haunting us for many years.  #writing,fear,0
246,"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",fear,0
247,@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 #nightmare,fear,2
248,#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress #anxiety,fear,0
249,there are magpies gathering around me help I'm going to be swooped ! ,fear,1
250,@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,fear,0
251,The Pats are awesome. Belichick is awesome ...they just are. #awestruck,fear,0
252,"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",fear,0
253,@ClaretNBlues forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he,fear,0
254,Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke,fear,2
255,"@esanderc @MrsFridayNext It is very specific areas only. I care like 0% about clothes, much to my mother's dismay.",fear,0
256,My study skills are terrible ðŸ˜’,fear,0
257,i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety,fear,3
258,"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward ",fear,0
259,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch ,fear,0
260,I thought the nausea and headaches had passed but lol I feel awful today,fear,2
261,@ReaganBattalion That's a terrible thing to accuse Scott Baio of.,fear,0
262,Multitasking .... I may have to induce these seeds of mine to sleep. #restless,fear,0
263,If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. ,fear,2
264,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence ðŸ˜¡ ",fear,0
265,ðŸ˜‚ - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x,fear,0
266,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? ðŸ•· will be sneaking up on me #frightened,fear,3
267,â¤ï¸ŽI... I can't! I'm scared! Bees terrify me.,fear,3
268,@iTriborg â€” make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful â€”,fear,0
269,"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.",fear,0
270,Which #JohnCarpenter #horror #action #flick is your favorite ??,fear,0
271,@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,fear,3
272,@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something ,fear,0
273,a #monster is only a #monster if you view him through #fear,fear,0
274,@debscov65 local solutions fine but not 864 providers negotiating with 32 LA's/IJB 's #scare resources,fear,0
275,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,fear,0
276,@britishairways term 5 security queues at arrivals #shocking,fear,0
277,Will do fine on the mat tonight with or without sleep. theres no worry for that on this side of the water,fear,0
278,I delete numbers so quick with no hesitation,fear,0
279,@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,fear,0
280,#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership ,fear,0
281,"@tcarrels  \nSo when exactly did you lose your mind, pal? \n#Trump #fraud #misogynist #liar #psychopath #narcissist #revolting #conartist",fear,0
282,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.",fear,1
283,Remember the #twinkie #scare ???? #tbt,fear,0
284,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF,fear,0
285,"ok, ok.. I know.. my last tweet was ",fear,0
286,I had really strange and awful dreams last night. I'd didn't even eat cheese before bed #nightmare #lovemysleep,fear,2
287,How do you ever stop being #afraid of someone that you live with,fear,2
288,Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,fear,0
289,"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy ðŸ˜Š",fear,0
290,@andreasarahco do you actually heely on campus bc this should scare you,fear,1
291,So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,fear,3
292,@imjustatrankk awe yay wish i could rt /:,fear,0
293,The #Texans should never play a prime time game again...this is #awful #TNF,fear,0
294,This maybe a new start but it will always be align with the end.  #forward,fear,0
295,When you realize there is #NoHopeForHumanity so you just #start focusing on what's #best for you.,fear,0
296,"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",fear,3
297,Realized I intimidate people with low Self Esteem a long time ago. I only surround myself with Winners and people who know how to get money,fear,0
298,â€œ My courage always rises at every attempt to intimidate me.â€\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,fear,0
