,Tweet,Emotion,Intensity
89,"Ok, it seems there is still hope in BSNL ðŸ™‚\nNow, BB speed is ok ðŸ™‚\nBut I won't thank and elate much lest it be gone again like before ðŸ˜ðŸ™‚",joy,0
90,tweet tweet chirp chirp losers,joy,0
91,Watch this amazing live.ly broadcast by @haythatjamile8  #musically,joy,1
92,"So is cheerfulness, or a good temper, the more it is spent, the more remains. Ralph Waldo Emerson",joy,1
93,Watch this amazing live.ly broadcast by @kaylaaa_sartorious  #musically,joy,1
94,"@EtherealMystic_ - felt like he couldn't control â€” and here she was, giving so much of herself, selflessly pleasing him. His groans were -",joy,0
95,brennan cook and breezy should get back togetherðŸ˜ðŸ˜ðŸ˜,joy,2
96,"Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. ðŸŽ‰ Mind following me as a gift ? ðŸŽ X225,884",joy,3
97,Will WHU be old bill free by the time the game with Chelsea comes around? ðŸ˜‚ ðŸ˜‚ ðŸ˜‚\nThat will be lively to say the least\n#AFC,joy,3
98,Just caught up with @RichardEGrant's wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.,joy,2
99,#SIGUEMEYTESIGO #happy #snapchat Manuellynch99 #venezuela,joy,2
100,@delon03 can you at least just walk past her and break out into laughter,joy,1
101,"Dehydrated, exhausted, stressed but still blessed. #optimism",joy,0
102,Why have I only just started watching glee this week I am now addicted ðŸ™„ #glee #GLEEK,joy,2
103,@Coffeeking12 @jsavite I was injecting a little levity! The person who tweeted the coke/rape tweet is obviously an idiot,joy,0
104,"If you love singing, but don't have time for a weekly choir, come down to #KWOIR at @theartworksuk tomorrow! #Choir  #musiclondon",joy,1
105,"incetown, age 23, joyful, elevated in hope with the",joy,1
106,Only Geo is capable of cheering me upâ¤ï¸â¤ï¸â¤ï¸,joy,2
107,"@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.",joy,2
108,@lawson__lynch my kinda girl pleasing the dick rightðŸ˜ðŸ˜,joy,2
109,Rojo is so bad it's hilarious.,joy,2
110,Val is far too cheery for my liking âœ‹ðŸ»,joy,0
111,"May a man live well-, and long-enough, to leave many joyful widows behind him.",joy,2
112,LOVE LOVE LOVE  #fun #relaxationiskey,joy,3
113,Watch this amazing live.ly broadcast by @flydudern  #musically,joy,2
114,"@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel",joy,0
115,@howcaniapply @radioscarboro Much to my delight!,joy,3
116,"Something about these cool, breezy fall days.. ðŸ˜ðŸ‚ðŸŒ¾ðŸ",joy,3
117,Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up.  #comedy #maybeoneday #hopefullyfunny #LOL,joy,1
118,- the joyous occasion of laughing at the ostentatious display of disrespect. Bruce just scoffed at the entire scene. This wasn't Batmanâ€™s -,joy,1
119,"Good morning, Trondheim! #optimism #productivity â›…ï¸â¤ï¸ðŸ‡³ðŸ‡´ðŸ¢ðŸ’»ðŸ–¥ðŸ‹ðŸ»ðŸ’ªðŸ¼ðŸ“ºðŸ¿",joy,3
120,@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.,joy,0
121,angel delight is my everything,joy,2
122,Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME,joy,1
123,Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*,joy,2
124,@_BlueCouture The hilarity of you people not realising that racism is racism regardless of whether one uses choice words is hilarious.,joy,0
125,Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded,joy,0
126,promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful  #do_u_see,joy,2
127,#GBBO can cheer me up â˜ºï¸,joy,1
128,"repentance, and trusting in Christ. It is lowly and painful, but it is also joyous, peaceful, and absolutely glorious. (2/2)",joy,1
129,@BjerkeDanielle @FunnySayings lol that's hilarious,joy,3
130,@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter,joy,3
131,y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.,joy,0
132,#blackish always has me #rollin ,joy,2
133,"@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'",joy,0
134,@xmaseveevil1. #MSM is rejoicing that they've fooled us with these body doubles for so long &amp; now her death is a secret. Just like Hawkings,joy,0
135,"Headed to Montalvo w/@jaxster3â€”bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016",joy,1
136,"@Irenelove83 heres what we can do, Get Brock and Sable to tag team mr and mrs AWOL and watch with glee",joy,1
137,I refuse to be a chirp chirp girl,joy,0
138,But uncle buck is on tho . #UncleBuck ,joy,1
139,There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,joy,2
140,"listening to the Oblivion score, drinking coffee, researching for new sci-fi animated project.",joy,0
141,@88Palouseriver @ABC @NRA I rejoice everything time some moron is taken out of the genetics pool.,joy,1
142,"@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!",joy,3
143,"Sharpened a pencil today, haven't sharpened once since 1999. âœï¸ ",joy,1
144,"Athenian: When mirth is the order of the day, he ought to be honoured most who gives most mirth to the greatest number (Laws)",joy,0
145,@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,joy,0
146,Watch this amazing live.ly broadcast by @swagrman_fan  #musically,joy,1
147,"Starting at 22 minutes, this week's @bestshow4life is straight-up paradigm shift level mirth.",joy,1
148,"The world needs more laughter, more love, and a little more of you. - R.M Drake.",joy,1
149,#ilofitt is #laughter #happiness #spiritual #mental #physical #pizza. Just kidding about the pizza. Work hard in all facets for a fitlife!,joy,3
150,My @timehop literally cracks me up when I see posts from 2 years ago and later ðŸ˜‚ ,joy,3
151,@ATrumping hahahahahaha!! Oh gosh. You are hilarious. A black man trying to keep racism alive. Get out of here man.,joy,1
152,"Always be #cheerful, #smile often make others happy, care for others, help who feel helpless and #vulnerable. Life feels good #leadership",joy,3
153,#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy ,joy,3
154,"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",joy,2
155,Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,joy,3
156,Always hurting somewhere..... ALWAYS tired ....when are you lively ??,joy,0
157,Incredible that Nawaz Sharif said Pakistan is victim of terrorism &amp; talked abt development in Pak. Incredible how he controlled his laughter,joy,0
158,Keep smiling :),joy,2
159,"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",joy,1
160,Love your new show @driverminnie ,joy,3
161,@ReginalTSquirge you could add a jaunty bow\nOr bells,joy,1
162,"categ than GEN &amp;OBC it cost only 100 or nill .i am not against the reservation and i support it,sir minimize the fees #bright fut @PMOIndia",joy,0
163,Watch this amazing live.ly broadcast by @kana_blender #lively #musically,joy,1
164,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. ,joy,0
165,The irony and hilarity of making Taylor Lautner super cold all the time is not lost on me. God I missed this show ðŸ˜‚#ScreamQueens,joy,3
166,And girl I love your perfume there's something bout you ðŸŽ§ ,joy,3
167,Look forward to the detours because they bring delightful surprises. #lifequote #delight,joy,2
168,ðŸ˜± @cailamarsai you've had me ðŸ˜‚ ðŸ˜‚ the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy,3
169,Sioux Valley wins home competitive #cheer invite with a score of 158. ...Dell Rapids second at 138,joy,2
170,#OneSimpleChange: Drink sparkling water instead of soft drinks to steer clear of fructose while still getting a refreshing carbonation kick.,joy,0
171,@Communism_Kills i get the subway melt and make sure it's only hearty italian bread... black olives are a must though,joy,0
172,I'm still laughing 'Bitch took my pillow' line  #kurt,joy,2
173,Accept the challenges so that you can feel the exhilaration of victory.,joy,2
174,Bunk ur classðŸ“š at least once in your life time cuz later when u look back good marks will not make u happy but memoriesðŸ˜Š will'    -APJ,joy,2
175,@Onision @Eugenia_Cooney annoyed by the good loving fans of Onision including myself Is really annoyed at how people just are too cheerful.,joy,0
176,Finally have all my braces on and I can't stop smiling ðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜Š,joy,3
177,I really hate Mel and Sue. They think they're hilarious and they're just awful,joy,0
178,Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning...  #books #reading,joy,1
179,Pochettino buoyant. Complimentary about his young players. But says 'now our attention turns to Middlesbrough'. #THFC @BBCLondonSport,joy,0
180,@enews #breezy deserve it..,joy,1
181,@AQpk which was worse than expected and hilarious too. no one will even remember.,joy,1
182,"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help ðŸ˜‚ðŸ˜‚ #girlfriends ",joy,3
183,@_Kdddd drop some off at 1133 cheery,joy,0
184,@KWAYNTjoia it's exhilarating,joy,2
185,"A #smile can mean a thousand words, but it can also hide a thousand #problems. #Fact #TeamFollowBack",joy,0
186,The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n #optimism #inspire,joy,0
187,*ZETH voice*: Hit The Target \n (holds up upside down cheering towel),joy,1
188,Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,joy,2
189,"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",joy,3
190,"Anyone know how the #Mariners did today? The mood here seems strangely jubilant! As Meatloaf says, 2 out of 3 ain't bad, unless you win one!",joy,1
191,Well that was exhilarating. I didn't know you could have goosebumps for 2 hrs 5m straight.,joy,2
192,@Langston_Hunter Yeah bro it eas hella exhilarating,joy,2
193,@buzzlightbeard2 If you don't love yourself... Honesty is the best policy #smile,joy,1
194,"This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'",joy,3
195,"god, Facebook's design has started to remind me of MySpace in its heyday",joy,0
196,One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused,joy,0
197,Blake lively is flawless,joy,0
198,@Ginger_Naylor *Connie came back in* Hey you seem a bit more lively,joy,1
199,@CNN &amp; @donlemon must be rejoicing ovet #Charlotte protests. \n#NorthCarolina,joy,0
200,I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,joy,0
201,Unixware skydrive-cokie hearty exactment blame online: HEpHXhO,joy,0
202,smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(,joy,0
203,ari looks hilarious oh my g d this is too much,joy,3
204,Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef,joy,1
205,#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople,joy,3
206,I gave up on the U20 Rugby bet on the Roosters!  #nrl,joy,0
207,#ukedchat A4 Just go outside (or to the gym hall) and play! \n#education #playful #learning,joy,1
208,@ArtyBagger With or without cake seeing your wee cheery face is always a joy xx,joy,3
209,@URClassless I think that yawning actor died of a drug overdose. ,joy,0
210,i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's,joy,0
211,ï˜± @cailamarsai you've had me ï˜‚ ï˜‚ the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy,3
212,So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,joy,3
213,I take a strange delight from seeing mark Hughes struggle,joy,0
214,"Vacation wise, Egypt offers great places, amazing scenery, bright skies and good weather at a very good and affordable price for students.",joy,1
215,Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy,3
216,Lunatic Asylum: The place where optimism most flourishes.,joy,1
217,"@eachus At least he's willing to discuss, better than most. That and keep the insults light with occasional levity or creative BS-ing,",joy,0
218,@smoothkobra after such a heavy 2 days this has given much needed levity. Thanks bro,joy,1
219,@palmtreesarah @WorthingTheatre had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you â¤ï¸,joy,3
220,"At 12:01, Tumblr became sentient. At 1.:02, Tumblr posted gn animated gif about it. At 12:03, Tumblr shipped itself.",joy,0
221,"The bits that were cooked actual tasted ... no, ok, the cooked AND raw bits tasted awful. 5/5 hilarity, 1/5 taste, 0/5 safe to ingest",joy,0
222,"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*",joy,2
223,"Hi Luke hemmings\n\nðŸ’ðŸŒ¸ðŸ’\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\nðŸ’ðŸŒ¸ðŸ’\nI love you. x16,092",joy,3
224,@_wednesdaychild I need to cheer up,joy,0
225,"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  ",joy,3
226,@priny_baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸŽ‰ðŸŽŠ #chapter22 #bdaygirl  #love,joy,3
227,@hesham786 that's the spirit ,joy,0
228,Panda eyed jaunty after watching jaws until late!,joy,1
229,@melsey6 oh good girl hope she is cheerful,joy,1
230,"Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. #optimism",joy,0
231,what happened to breezy,joy,0
232,"@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.",joy,2
233,"@AiringOutMyScro \n\n'We'll see, once you're a few drinks in.' \n\nA playful wink is passed to him and, as they pull up into the small lot of -",joy,1
234,Watch this amazing live.ly broadcast by @mrgummyking #lively #musically,joy,2
235,"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. #hilarious",joy,0
236,"How wonderful to see a show with a token man for once! #GlasgowGirls was uproarious, gleeful, important &amp; uplifting. Go see @stratfordeast!",joy,2
237,Follow me in instagram 1.0.7 #love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #smile #follow4follow #like4like #look â€¦,joy,0
238,"@followAdamA looking back on recent tweets seen, this one right here is great #perfect  #Speechless #deal",joy,2
239,"It take so little to make a child's life joyful, why do we work so hard to make their lives hell? @MiddleEastEye Peace",joy,0
240,It's all about #redwine and ,joy,0
241,"@samvirwin fancy! I have some of those and I have never put them up, I should do that. Also, I vote jaunty angles then no one will judge",joy,1
242,Martin Roth leaving V&amp;A shoes the effects of #Brexit: bright and talented foreigners made to feel unwelcome and leaving U.K. #c4news,joy,0
243,How did Ryan Murphy create both #AHS and #glee \nSo different,joy,0
244,@sportinglifecan I keep a down vest or sweater in my pack year round! Helps on chilly mornings or breezy mountain tops! #mysportinglife,joy,1
245,@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! ,joy,1
246,Watch this amazing live.ly broadcast by @brooks_swaggysquad  #musically,joy,0
247,Today's realisation that it was the last time I watch swimming lesson cos I go back to work next week lead to a joyous bedtime. #worstoneyet,joy,0
248,@LeeJarvis10 can't be following u pal he's smiling,joy,0
249,A hearty Jonza! to all my friends and follower.,joy,3
250,"By the way, I'm wearing the smile you gave me today. \n#you #me #smile",joy,3
251,@Gennneral thanks gen!! Love you miss you happy birthday natong duha ðŸ’˜ðŸ’˜,joy,3
252,@LindseySanford @simplymeasured this makes me giggle with glee!,joy,3
253,Probably the best OT period I've ever seen. Absolutely exhilarating. #WCH2016 #TeamNA,joy,3
254,"@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)",joy,0
255,remember when glee did a take me or leave me cover but it was between two girls who werent even friends why did that do that,joy,0
256,@JMRescue not brilliant lol! Hoping seeing my horse tomorrow will cheer me up ðŸ˜„ #equestrianhour,joy,0
257,Relive Vegas' heyday with Rat Pack tribute,joy,1
258,"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x33 #smile",joy,2
259,@weebtard sparkling water wyd,joy,0
260,"@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U â™¥",joy,3
261,I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,joy,3
262,jk. started this week strong and it's still going strong. ,joy,2
263,"@nadyaginsburg Thank-you for unfailingly bringing so much joy into my life, you incredibly talented maker of mirth.",joy,3
264,@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness,joy,3
265,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest ",joy,2
266,"When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u",joy,0
267,Sanatana Lopez is definitely me ðŸ˜‚ ,joy,2
268,Town is lively. Something happen?,joy,0
269,Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,joy,3
270,"@MacEngelProf as a fact for levity, movie theaters on Post actually did play the N.A when I served; was the best part of movies like TheHulk",joy,0
271,"@steenfox I'm feeling the exact same way. Also I read this in Akon's voice, it provided me with a hearty chuckle",joy,2
272,"The human race has one really effective weapon, and that is laughter. -- Mark Twain",joy,1
273,Watch this amazing live.ly broadcast by @rosannahill #lively #musically,joy,2
274,I'm so so so excited for #UsernameRegenerated  I can't wait! I wish I could get a signed copy! I'm so happy for you. @Joe_Sugg,joy,3
275,"Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options.",joy,1
276,"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday  #eatcake",joy,3
277,I'm always smiling so that's why I'm always happy ðŸ˜‚,joy,3
278,@suavecitamay sparkling water is nice you know I tried it the other day,joy,0
279,God hears your voice optimism at the moment that you think that everything has failed you âœ¨.,joy,0
280,@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing! âœ¨,joy,3
281,Avoiding hearty basset hound no time present-time american the brave: YDXef,joy,0
282,@Nick_Offerman I'll be there!! Can't wait for all the !,joy,3
283,"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy",joy,3
284,@Lil_PowWow @jweiler0528 More fat = more buoyant. Day 1 water stuff,joy,0
285,@BertGatti not had much to cheer about you see ðŸ˜œðŸ˜‚ðŸ˜‚,joy,1
286,Tom Phillips being all jovial at the start of this week's show when Joe is strutting out after that video package is quite the juxtaposition,joy,0
287,That was nearly aesthetically pleasing enough lol I need to do this on PS and not my phone,joy,1
288,"@JoyAnnReid I totally understood his point, but we need a better messenger and the laughter just pissed me off! ðŸ˜¡",joy,0
289,Queen Bey will be smiling over sixth this afternoon,joy,1
290,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness #smile #live",joy,1
291,@FoRDaYS14 ðŸ˜³ chewing what? #smile #arcdental #turlock,joy,0
292,"@kermischocolate I have tried. A cheerful upbeat piece in Walking through History, usually in arty/docu types. Cannot find a trace of it.",joy,0
293,@pi6ie I want to achieve to your level of optimism,joy,0
294,"Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me",joy,0
295,@berniedole looks that way. But let's think about Rohan last week ... ,joy,0
